-1.00464	-5.04822	-7.66693	-3.74542	
-0.813293	-5.24963	-7.42981	-3.73932	
-0.643921	-5.29785	-7.28088	-3.51685	
-0.48645	-5.22522	-7.13745	-3.1131	
-0.334167	-5.12024	-6.92871	-2.93518	
-0.213013	-5.00275	-6.69708	-3.07678	
-0.126343	-4.86786	-6.50299	-3.46161	
-0.0405884	-4.78271	-6.32996	-3.50311	
0.0527954	-4.55872	-6.13434	-3.10455	
0.184021	-4.44336	-5.91766	-2.74811	
0.313721	-4.43542	-5.71991	-2.36786	
0.374451	-4.56635	-5.64636	-2.21619	
0.346985	-4.60541	-5.69244	-2.02087	
0.258179	-4.16199	-5.78735	-1.91589	
0.15564	-3.51135	-5.88531	-2.08191	
0.0732422	-3.0661	-5.93842	-2.21893	
0.0222778	-3.18024	-5.94482	-2.15271	
0.00427246	-3.64838	-5.89935	-2.01172	
-0.00488281	-4.05701	-5.80292	-2.01477	
-0.0299072	-4.24347	-5.70099	-2.12006	
-0.0735474	-4.22485	-5.6546	-2.1405	
-0.12207	-4.15039	-5.6955	-2.06818	
-0.172119	-4.0686	-5.80353	-1.96533	
-0.204163	-3.98895	-5.91675	-1.94397	
-0.218506	-3.94196	-5.97992	-2.03247	
-0.195007	-3.88733	-5.97595	-2.17743	
-0.151978	-3.91541	-5.92529	-2.34894	
-0.10437	-4.01581	-5.85693	-2.51495	
-0.0521851	-4.16595	-5.79468	-2.68982	
0.0100708	-4.27551	-5.7605	-2.81219	
0.0512695	-4.29474	-5.72998	-2.82166	
0.0372314	-4.26666	-5.71594	-2.75299	
-0.00915527	-4.38477	-5.6781	-2.72858	
-0.0476074	-4.33868	-5.61279	-2.83234	
-0.0457764	-4.1922	-5.54779	-3.00995	
-0.027771	-3.9209	-5.55084	-3.18237	
-0.0259399	-3.8559	-5.68451	-3.66913	
-0.00915527	-3.94257	-5.84076	-3.79181	
0.0524902	-4.039	-5.93658	-3.48846	
0.135803	-4.01855	-5.90637	-2.90955	
0.184326	-3.93616	-5.81604	-2.49634	
