-3.94745	-1.70532	-3.49274	-0.658875	
-4.06616	-1.63788	-3.35876	-0.963745	
-4.0741	-1.6806	-3.25592	-1.08765	
-3.9386	-1.81335	-3.27789	-0.922546	
-3.73291	-1.97723	-3.42712	-0.563354	
-3.54462	-2.10938	-3.64685	-0.326538	
-3.45032	-2.19299	-3.84125	-0.433655	
-3.45032	-2.2113	-3.95782	-0.763245	
-3.54309	-2.15668	-3.9917	-1.12549	
-3.69751	-2.04102	-3.98254	-1.30066	
-3.83301	-1.90094	-3.98132	-1.28845	
-3.89801	-1.78467	-4.00024	-1.14197	
-3.88672	-1.7337	-4.02374	-1.02386	
-3.82507	-1.78131	-4.06158	-0.995178	
-3.74481	-1.89453	-4.10339	-0.997925	
-3.66241	-2.03796	-4.12628	-1.02661	
-3.61267	-2.15424	-4.08783	-1.06293	
-3.63068	-2.22015	-3.95721	-1.1615	
-3.685	-2.29462	-3.77228	-1.37054	
-3.71155	-2.41272	-3.5968	-1.44379	
-3.6496	-2.56531	-3.50281	-1.34705	
-3.50983	-2.68951	-3.53394	-1.1499	
-3.37067	-2.73499	-3.67798	-1.07056	
-3.31635	-2.72186	-3.86414	-1.16577	
-3.35449	-2.72064	-3.98804	-1.32477	
-3.42255	-2.74506	-4.039	-1.43005	
-3.46893	-2.77954	-4.05975	-1.48132	
-3.49182	-2.79205	-4.11102	-1.47736	
-3.52753	-2.8067	-4.19373	-1.43982	
-3.59894	-2.86682	-4.28772	-1.38245	
-3.68561	-2.97211	-4.39789	-1.32996	
-3.75275	-3.09875	-4.53278	-1.3443	
-3.74664	-3.19122	-4.61578	-1.38733	
-3.65723	-3.23486	-4.56848	-1.45721	
-3.54065	-3.24829	-4.38965	-1.54663	
-3.47626	-3.26904	-4.22302	-1.64948	
-3.51013	-3.30353	-4.19647	-1.63025	
-3.61176	-3.3429	-4.32312	-1.51428	
-3.71002	-3.3786	-4.49158	-1.42822	
-3.7381	-3.47778	-4.5813	-1.41174	
-3.65173	-3.66516	-4.55353	-1.45386	
-3.49701	-3.87726	-4.43237	-1.48132	
-3.36884	-3.98529	-4.2691	-1.46942	
-3.34137	-3.90778	-4.10736	-1.40137	
-3.39417	-3.70789	-3.97858	-1.31226	
-3.47565	-3.59131	-3.91418	-1.22375	
-3.52203	-3.59467	-3.94836	-1.2149	
-3.52539	-3.703	-4.06372	-1.29486	
-3.50952	-3.78845	-4.21295	-1.40686	
-3.49457	-3.77045	-4.28619	-1.4267	
-3.50739	-3.6731	-4.25201	-1.35834	
-3.54706	-3.55865	-4.14825	-1.28815	
-3.56079	-3.49579	-4.06128	-1.3028	
-3.51929	-3.51501	-4.07043	-1.42029	
-3.44513	-3.56873	-4.17938	-1.60309	
-3.37219	-3.56842	-4.35211	-1.75629	
-3.28705	-3.51898	-4.49127	-1.70837	
-3.16101	-3.50189	-4.5578	-1.51001	
-3.0127	-3.58032	-4.56329	-1.35498	
-2.93304	-3.7384	-4.54926	-1.45416	
-2.9837	-3.86078	-4.52759	-1.76239	
-3.11829	-3.91052	-4.48517	-2.04071	
-3.25012	-3.91205	-4.43115	-2.10541	
-3.32092	-3.89954	-4.422	-2.00562	
-3.34564	-3.8855	-4.46198	-1.91589	
-3.33008	-3.86719	-4.48029	-1.88446	
-3.25531	-3.8205	-4.37042	-1.90094	
-3.1131	-3.69354	-4.12903	-1.90613	
-2.92358	-3.49518	-3.89526	-1.80695	
-2.77222	-3.25806	-3.84552	-1.71875	
-2.73102	-3.00354	-4.00665	-1.58142	
-2.80151	-2.79205	-4.27887	-1.50299	
-2.92297	-2.6474	-4.48914	-1.41418	
-2.98157	-2.60651	-4.49554	-1.34186	
-2.92908	-2.67395	-4.33563	-1.36353	
-2.82318	-2.71942	-4.10736	-1.49811	
-2.73834	-2.67578	-3.94806	-1.71051	
-2.73712	-2.54578	-3.89526	-1.93604	
-2.79572	-2.43378	-3.88733	-2.10419	
-2.89703	-2.39899	-3.88153	-2.16156	
-3.01697	-2.42737	-3.86475	-2.06116	
-3.13568	-2.46521	-3.8681	-1.90979	
-3.22266	-2.47589	-3.90808	-1.82037	
-3.24799	-2.43439	-3.93219	-1.83502	
-3.19153	-2.35748	-3.89648	-1.95679	
-3.08594	-2.29614	-3.80951	-2.08313	
-2.97485	-2.29492	-3.75366	-2.12982	
-2.92786	-2.35016	-3.80615	-2.0816	
-2.97638	-2.37976	-3.96759	-2.05505	
-3.10455	-2.35535	-4.17267	-2.11945	
-3.2312	-2.32178	-4.35333	-2.19818	
-3.25867	-2.37	-4.47998	-2.21375	
-3.14056	-2.53601	-4.54102	-2.09137	
-2.9538	-2.72675	-4.56024	-1.93542	
-2.86926	-2.82074	-4.5459	-1.85699	
-2.98218	-2.78931	-4.52881	-1.85883	
-3.26996	-2.72705	-4.54346	-1.96533	
-3.56537	-2.72247	-4.58496	-2.09595	
-3.77411	-2.77679	-4.63959	-2.25464	
-3.85315	-2.80151	-4.61395	-2.38739	
-3.81073	-2.7243	-4.46106	-2.40845	
-3.70483	-2.57965	-4.28864	-2.34802	
-3.591	-2.40997	-4.21478	-2.23114	
-3.52081	-2.29523	-4.24805	-2.09442	
-3.49976	-2.26685	-4.2981	-1.94183	
-3.5202	-2.30194	-4.32892	-1.82251	
-3.55164	-2.32544	-4.37225	-1.80176	
-3.55042	-2.3114	-4.46869	-1.79108	
-3.47595	-2.28455	-4.58282	-1.76392	
-3.35846	-2.31354	-4.63715	-1.70135	
-3.30078	-2.39136	-4.62646	-1.64886	
-3.34595	-2.46216	-4.54071	-1.72699	
-3.45184	-2.48657	-4.39301	-1.88538	
-3.56232	-2.44812	-4.23065	-2.03491	
