4.31061	0.560608	0.437927	0.55542	
4.2926	0.490417	0.467529	0.664978	
4.36646	0.465698	0.494995	0.809021	
4.47632	0.523376	0.411377	1.07819	
4.53247	0.62439	0.218811	1.35132	
4.51538	0.722046	0.0460815	1.60034	
4.47418	0.774231	-0.0439453	1.68518	
4.44641	0.765991	-0.0869751	1.57043	
4.45251	0.715637	-0.151978	1.35803	
4.46075	0.693359	-0.227661	1.2262	
4.43939	0.747986	-0.251465	1.18896	
4.3811	0.870056	-0.229187	1.17126	
4.29047	0.979919	-0.26001	1.07208	
4.19434	1.02448	-0.38269	0.977478	
4.15558	1.01166	-0.569153	0.968323	
4.198	0.98175	-0.734253	1.05377	
4.32037	0.950317	-0.817566	1.12305	
4.46167	0.88501	-0.8078	1.08185	
4.55109	0.785217	-0.705872	0.945435	
4.56696	0.71991	-0.550842	0.805969	
4.52545	0.727844	-0.444031	0.730896	
4.48151	0.762634	-0.473022	0.717468	
4.48761	0.759888	-0.667725	0.713806	
4.5105	0.744019	-0.946045	0.746155	
4.49738	0.804443	-1.15906	0.777893	
4.43176	0.929871	-1.21735	0.794983	
4.32312	1.05255	-1.10901	0.718689	
4.17694	1.11267	-0.902405	0.72937	
4.00696	1.1145	-0.72998	0.846252	
3.86322	1.10565	-0.666199	1.02844	
3.7323	1.04858	-0.732117	1.08215	
3.62946	0.97229	-0.874634	0.910645	
3.56903	0.992737	-1.00616	0.592651	
3.58459	1.16302	-1.02295	0.39032	
3.69141	1.44348	-0.843811	0.388489	
3.81439	1.65894	-0.518188	0.498352	
3.91113	1.73187	-0.22644	0.556946	
3.97278	1.68182	-0.13031	0.549316	
3.97217	1.52863	-0.279236	0.479736	
3.91846	1.32996	-0.564575	0.444336	
3.86536	1.08765	-0.857849	0.459595	
3.87024	0.877991	-1.11847	0.490723	
3.91205	0.781555	-1.32935	0.544739	
3.88916	0.861206	-1.47308	0.600586	
3.7381	1.07269	-1.51184	0.529175	
3.51074	1.2674	-1.45386	0.393982	
3.31207	1.33698	-1.34857	0.218201	
3.19427	1.34552	-1.27075	0.109558	
3.12805	1.32904	-1.25977	0.083313	
3.0365	1.32721	-1.29181	0.020752	
2.9425	1.30249	-1.27777	-0.0665283	
2.90161	1.25519	-1.16028	-0.137939	
2.99347	1.24939	-0.91156	-0.157776	
3.1897	1.2677	-0.645447	-0.100098	
3.3902	1.25549	-0.531311	-0.127869	
3.54614	1.22009	-0.663147	-0.19989	
